Label,Text
spam,TheMob>Yo yo yo-Here comes a new selection of hot downloads for our members to get for FREE! Just click & open the next link sent to ur fone...
ham,About  &lt;#&gt; bucks. The banks fees are fixed. Better to call the bank and find out.
ham,We have to pick rayan macleran there.
spam,"u r subscribed 2 TEXTCOMP 25ham wkly comp. spamst wk?s free question follows, subsequent wks charged@spam5hamp/msg.2 unsubscribe txt STOP 2 84spam28,custcare ham87spam24ham5ham2ham"
ham,"Single line with a big meaning::::: Miss anything 4 ur Best Life but, don't miss ur best life for anything... Gud nyt..."
spam,"FREE MESSAGE Activate your 5hamham FREE Text Messages by replying to this message with the word FREE For terms & conditions, visit www.ham778spam482378.com"
ham,Yup but it's not giving me problems now so mayb i'll jus leave it...
ham,You'll never believe this but i have actually got off at taunton. Wow
ham,You please give us connection today itself before  DECIMAL  or refund the bill
ham,Tell where you reached
ham,I don know account details..i will ask my mom and send you.my mom is out of reach now.
ham,"Alright we're hooked up, where you guys at"
ham,"Storming msg: Wen u lift d phne, u say \HELLO\"" Do u knw wt is d real meaning of HELLO?? . . . It's d name of a girl..! . . . Yes.. And u knw who is dat girl?? \""Margaret Hello\"" She is d girlfrnd f Grahmbell who invnted telphone... . . . . Moral:One can 4get d name of a person"
ham,"Sorry, I'll call later"
ham,Your gonna have to pick up a $spam burger for yourself on your way home. I can't even move. Pain is killing me.
ham,Is there coming friday is leave for pongal?do you get any news from your work place.
spam,"URGENT! You have won a spam week FREE membership in our å£spamhamham,hamhamham Prize Jackpot! Txt the word: CLAIM to No: 8spamhamspamham T&C www.dbuk.net LCCLTD POBOX 44ham3LDNWspamA7RWspam8"
ham,Wow so healthy. Old airport rd lor. Cant thk of anything else. But i'll b bathing my dog later.
ham,Ok no prob. Take ur time.
ham,No. Yes please. Been swimming?
spam,PRIVATE! Your 2hamham3 Account Statement for shows 8hamham un-redeemed S. I. M. points. Call ham87spam52ham3652 Identifier Code: 428spamham Expires 29/spamham/ham
ham,HI BABE IM AT HOME NOW WANNA DO SOMETHING? XX
ham,You said to me before i went back to bed that you can't sleep for anything.
ham,Congratulations ore mo owo re wa. Enjoy it and i wish you many happy moments to and fro wherever you go
spam,Bought one ringtone and now getting texts costing 3 pound offering more tones etc
ham,"It's fine, imma get a drink or somethin. Want me to come find you?"
ham,Yun ah.now Ì_ wkg where?btw if Ì_ go nus sc. ÌÏ wana specialise in wad?
spam,PRIVATE! Your 2hamham4 Account Statement for ham7742676969 shows 786 unredeemed Bonus Points. To claim call ham87spam9spam8ham248 Identifier Code: 45239 Expires
ham,"He has lots of used ones babe, but the model doesn't help. Youi have to bring it over and he'll match it up"
ham,You'd like that wouldn't you? Jerk!
spam,Camera - You are awarded a SiPix Digital Camera! call ham9ham6spam22spamham66 fromm landline. Delivery within 28 days.
ham,True dear..i sat to pray evening and felt so.so i sms'd you in some time...
ham,K tell me anything about you.
ham,"Only just got this message, not ignoring you. Yes, i was. Shopping that is"
ham,"Thank you. And by the way, I just lost."
ham,"whatever, im pretty pissed off."
ham,"Ok, be careful ! Don't text and drive !"
ham,Bbq this sat at mine from 6ish. Ur welcome 2 come
ham,She.s good. She was wondering if you wont say hi but she.s smiling now. So how are you coping with the long distance
ham,I place all ur points on e cultures module already.
ham,Hope you are having a great new semester. Do wish you the very best. You are made for greatness.
ham,Yes :)it completely in out of form:)clark also utter waste.
ham,Bugis oso near wat... 
ham,Saw Guys and Dolls last night with Patrick Swayze it was great
ham,:-( sad puppy noise
ham,I am going to film 2day da. At 6pm. Sorry da.
ham,Wa... U so efficient... Gee... Thanx...
ham,Hey what how about your project. Started aha da.
ham,You tell what happen dont behave like this to me. Ok no need to say
ham,"She said,'' do u mind if I go into the bedroom for a minute ? '' ''OK'', I sed in a sexy mood. She came out 5 minuts latr wid a cake...n My Wife,"
ham,Hi dude hw r u da realy mising u today
ham,I will vote for wherever my heart guides me
ham,"G says you never answer your texts, confirm/deny"
ham,"Yo, you around? Just got my car back"
ham,Hmm...my uncle just informed me that he's paying the school directly. So pls buy food.
ham,I havent add u yet right.. 
ham,"I'm back &amp; we're packing the car now, I'll let you know if there's room"
ham,"Can you please ask macho what his price range is, does he want something new or used plus it he only interfued in the blackberry bold  #  or any bb"
ham,Hello-/@drivby-:hamquit edrunk sorry iff pthis makes no senrd-dnot no how ^ dancce 2 drum n basq!ihave fun 2nhite x ros xxxxxxx
ham,K.k.how is your business now?
ham,S now only i took tablets . Reaction morning only.
ham,"Ya, i'm referin to mei's ex wat... No ah, waitin 4 u to treat, somebody shld b rich liao...So gd, den u dun have to work frm tmr onwards..."
ham,hows my favourite person today? r u workin hard? couldn't sleep again last nite nearly rang u at 4.3ham
ham,"We made it! Eta at taunton is spam2:3ham as planned, hope that€˜s still okday?! Good to see you! :-xx"
spam,ASKED 3MOBILE IF ham87ham CHATLINES INCLU IN FREE MINS. INDIA CUST SERVs SED YES. L8ER GOT MEGA BILL. 3 DONT CARE. BAILIFF DUE IN DAYS. I O £25ham 3 WANT £8hamham
ham,Dunno lei... I might b eatin wif my frens... If Ì_ wan to eat then i wait 4 Ì_ lar
spam,FREE for spamst week! Nospam Nokia tone 4 ur mobile every week just txt NOKIA to 8ham77 Get txting and tell ur mates. www.getzed.co.uk POBox 365ham4 W45WQ spam6+ normspam5hamp/tone
ham,Yup but not studying surfing lor. I'm in e lazy mode today.
ham,I'm at work. Please call
ham,Doing project w frens lor. 
ham,u got wat to buy tell us then u no need to come in again.
ham,Get me out of this dump heap. My mom decided to come to lowes. BORING.
spam,"Shop till u Drop, IS IT YOU, either spamhamK, 5K, å£5hamham Cash or å£spamhamham Travel voucher, Call now, ham9ham64hamspamspamhamhamham. NTT PO Box CRhamspam327BT fixedline Cost spam5hamppm mobile vary"
ham,Where to get those?
spam,"URGENT! Your mobile No ham7xxxxxxxxx won a å£2,hamhamham bonus caller prize on ham2/ham6/ham3! this is the 2nd attempt to reach YOU! call ham9ham6636223spam ASAP! BOX97N7QP, spam5hamPPM"
ham,"Sir, i am waiting for your call, once free please call me."
spam,You have WON a guaranteed å£spamhamhamham cash or a å£2hamhamham prize. To claim yr prize call our customer service representative on ham87spam47spam2379 between spamhamam-7pm Cost spamhamp
ham,"Not for possession, especially not first offense"
ham,No way I'm going back there!
ham,Dunno lei he neva say...
ham,Yo im right by yo work
ham,You have registered Sinco as Payee. Log in at icicibank.com and enter URN  &lt;#&gt;  to confirm. Beware of frauds. Do NOT share or disclose URN to anyone.
ham,"7 wonders in My WORLD 7th You 6th Ur style 5th Ur smile 4th Ur Personality 3rd Ur Nature 2nd Ur SMS and spamst \Ur Lovely Friendship\""... good morning dear"""
ham,My tuition is at 33ham. Hm we go for the spamspam2ham to spam2ham5 one? Do you mind?
ham,What * u wearing?
ham,I'll be at mu in like  &lt;#&gt;  seconds
ham,"Fun fact: although you would think armand would eventually build up a tolerance or some shit considering how much he smokes, he gets fucked up in like 2 hits"
ham,Nope watching tv at home... Not going out. V bored...
ham,Check wid corect speling i.e. Sarcasm
ham,THANX 4 PUTTIN DA FONE DOWN ON ME!!
ham,Tell rob to mack his gf in the theater
ham,Go fool dont cheat others ok
ham,"Hey. What happened? U switch off ur cell d whole day. This isnt good. Now if u do care, give me a call tomorrow."
ham,"Well the weather in cali's great. But its complexities are great. You need a car to move freely, its taxes are outrageous. But all in all its a great place. The sad part is i missing home."
ham,I know girls always safe and selfish know i got it pa. Thank you. good night.
ham,"I'm eatin now lor, but goin back to work soon... E mountain deer show huh... I watch b4 liao, very nice..."
ham,Free any day but i finish at 6 on mon n thurs...
ham,Hi im having the most relaxing time ever! we have to get up at 7am every day! was the party good the other night? I get home tomorrow at 5ish.
ham,I want snow. It's just freezing and windy.
ham,He also knows about lunch menu only da. . I know
ham,Still i have not checked it da. . .
ham,No. On the way home. So if not for the long dry spell the season would have been over
ham,Sweet heart how are you?
ham,Hi mom we might be back later than  &lt;#&gt; 
ham,Stupid auto correct on my phone
ham,"Brainless Baby Doll..:-D;-), vehicle sariyag drive madoke barolla.."
ham,"Jay wants to work out first, how's 4 sound?"
ham,Lol I have to take it. member how I said my aunt flow didn't visit for 6 months? It's cause I developed ovarian cysts. Bc is the only way to shrink them.
ham,"Aight, can you text me the address?"
ham,Happy birthday to you....dear.with lots of love.rakhesh NRI
ham,"If i let you do this, i want you in the house by 8am."
ham,Yup...
spam,Text PASS to 69669 to collect your polyphonic ringtones. Normal gprs charges apply only. Enjoy your tones
ham,How dare you change my ring
spam,YES! The only place in town to meet exciting adult singles is now in the UK. Txt CHAT to 86688 now! spam5hamp/Msg.
ham,Nope. Meanwhile she talk say make i greet you.
spam,network operator. The service is free. For T & C's visit 8ham488.biz
ham,So when you gonna get rimac access 
ham,R u saying i should re order the slippers cos i had to pay for returning it.
ham,With my sis lor... We juz watched italian job.
ham,When're you guys getting back? G said you were thinking about not staying for mcr
spam,Message Important information for O2 user. Today is your lucky day! 2 find out why log onto http://www.urawinner.com there is a fantastic surprise awaiting you
ham,"Yeah, we can probably swing by once my roommate finishes up with his girl"
ham,She's fine. Sends her greetings
ham,Lol great now im getting hungry.
ham,"I'm home, my love ... If your still awake ... *loving kiss*"
ham,"Haha awesome, I've been to 4u a couple times. Who all's coming?"
ham,I actually did for the first time in a while. I went to bed not too long after i spoke with you. Woke up at 7. How was your night?
ham,They released vday shirts and when u put it on it makes your bottom half naked instead of those white underwear.
ham,Is ur paper today in e morn or aft?
ham,Is there coming friday is leave for pongal?do you get any news from your work place.
ham,Sun ah... Thk mayb can if dun have anythin on... Thk have to book e lesson... E pilates is at orchard mrt u noe hor...  
ham,She's good. How are you. Where r u working now
ham,"Sorry, I'll call later"
ham,Yes. They replied my mail. I'm going to the management office later. Plus will in to bank later also.or on wednesday.
ham,I enjoy watching and playing football and basketball. Anything outdoors. And you?
ham,Minimum walk is 3miles a day.
ham,"Why is that, princess? I bet the brothas are all chasing you!"
spam,Call Germany for only spam pence per minute! Call from a fixed line via access number ham844 86spam 85 85. No prepayment. Direct access! www.telediscount.co.uk
ham,"Solve d Case : A Man Was Found Murdered On  &lt;DECIMAL&gt; . &lt;#&gt;  AfterNoon. spam,His wife called Police. 2,Police questioned everyone. 3,Wife: Sir,I was sleeping, when the murder took place. 4.Cook: I was cooking. 5.Gardener: I was picking vegetables. 6.House-Maid: I went 2 d post office. 7.Children: We went 2 play. 8.Neighbour: We went 2 a marriage. Police arrested d murderer Immediately. Who's It? Reply With Reason, If U r Brilliant."
ham,Well there's a pattern emerging of my friends telling me to drive up and come smoke with them and then telling me that I'm a weed fiend/make them smoke too much/impede their doing other things so you see how I'm hesitant
spam,URGENT We are trying to contact you Last weekends draw shows u have won a £spamhamhamham prize GUARANTEED Call ham9ham64hamspam7295 Claim code K52 Valid spam2hrs spam5hamp pm
